mission_id,cycle,rpm,fuel_flow,egt,cht,oil_temp,oil_pressure,vibration,battery_voltage,injection_timing,fault_type,is_anomaly,RUL
1,1,984.4002384063925,4.341635584245977,390.5998579205853,61.87644732768949,37.51929149001546,23.385338778956275,0.43986517070494846,13.504296225131526,11.569537301028738,none,0,
1,2,1011.2567679370968,3.9084709278674667,399.4707209804516,62.76845135119292,39.51483814193471,24.331280252225536,0.5461752082680662,13.562741065526863,11.522103155907464,none,0,
1,3,1014.1084707458682,4.248008837687388,399.71771432937516,56.874681804795614,42.23270433438881,23.789141167962896,0.5671339260172038,13.557463630890254,12.275333219604875,none,0,
1,4,970.7344721701925,5.069989648505883,393.59348012831504,60.80941853293765,38.64255247171343,24.1940304389549,0.6037450707186275,13.52585053944739,11.760575450570284,none,0,
1,5,980.4673073970653,4.676399382769137,398.0299626960265,62.629723343985894,41.48246331002345,24.666818738397104,0.5262398854464098,13.698444005951208,11.843266810918045,none,0,
1,6,1001.9176060475093,4.1035019236995565,402.63001036275693,62.21171591971836,41.06040421368637,22.09489511311929,0.4787799121789797,13.599977042667183,11.44679209151297,none,0,
1,7,995.2563611148463,3.9165029217346725,393.6675620546934,62.77780888009358,43.428211405245634,24.412150972078926,0.42416748055294456,13.334850609887717,11.786818927924097,none,0,
1,8,999.7479826374357,4.459715413715623,389.3588870200086,56.80842790607459,42.31709307897173,23.658197774486528,0.36561196982462707,13.544288125484044,11.997225776285527,none,0,
1,9,987.2043410863963,3.7792947745823087,394.00571225285375,61.6251383209832,43.73375504138144,23.1081982935322,0.43071675783329333,13.594954588439917,12.25352203945966,none,0,
1,10,1013.1909696229425,4.167500837403676,393.21316544548756,60.53049910529265,44.24196235840557,22.0245001080837,0.47070175393139374,13.640056535088029,11.795012889375494,none,0,
1,11,1011.6668790314342,4.6523019759153295,397.8308535328567,59.94269681664824,45.84056956103611,23.743632024535792,0.5170304192214832,13.474839820241241,12.520546594132618,none,0,
1,12,1000.9904604634182,5.026502509001874,399.7773080246554,63.67145494148046,44.102175052028834,20.980470495798823,0.5495681042679675,13.617980135213939,11.796614113672897,none,0,
1,13,1016.9086181045205,4.823974594354533,392.1203267457022,65.99153703515887,44.98281413364612,24.070058072237,0.6398171253680257,13.618137167111902,11.828889695733489,none,0,
1,14,1007.0126401337807,3.329966979628864,385.80258743261453,66.62976082160107,43.398388436828675,22.068262300340518,0.5731208099399678,13.767770703897643,12.475232545836901,none,0,
1,15,987.1106130567514,4.539341644767358,399.5365498012372,64.57353317831972,46.31679589650881,22.977044658708664,0.5366244437220039,13.405665745960276,12.037659271822678,none,0,
1,16,1005.5312617612375,4.505044616666233,395.8490859267155,60.87148234182167,44.61508563024418,23.243880935747825,0.4790133769468817,13.457556835001814,11.845455104819003,none,0,
1,17,985.616760987565,4.587464080408858,384.3754754915379,61.64091723477331,45.03167735129959,24.270954154474598,0.5199031843246524,13.447813236635351,11.924693582620952,none,0,
1,18,1087.644839625992,6.0020589213090645,414.9440430383563,64.85757086918122,45.85693038865007,23.81925366894852,0.3695254697600852,13.582445044435111,12.581211752514601,none,0,
1,19,1148.1872815479721,4.831464852480892,412.5426907101325,63.60772150394722,44.62796901904308,24.093538901477594,0.6037848503772413,13.633278847345599,12.73623540898365,none,0,
1,20,1220.63131986597,6.341450735848255,419.4469344124882,64.69286091188924,46.766882257724646,24.6846781640298,0.4776465119092188,13.554679429231582,12.196224685950863,none,0,
1,21,1287.6583972594728,7.72308079570664,427.32084390829317,67.66012525709966,47.881224904561684,26.96728300566514,0.4365849547363588,13.888017648516895,12.562586651495213,none,0,
1,22,1390.6785456120253,7.691355631665524,446.19874565719584,67.01614641731143,47.645300090440756,27.296287411735033,0.5700438658181358,14.12295362438803,12.808404139524322,none,0,
1,23,1444.4905684072658,10.026424514730685,457.4116966443062,65.4843804028216,46.212681383356745,27.127373495045983,0.6244326310089973,14.117413668060307,12.593109103659554,none,0,
1,24,1514.8516784122344,10.426437881430685,474.80689721212184,67.42057140922776,48.1536062140285,27.689029432053555,0.4702428138304273,14.465815635971264,13.01299784102947,none,0,
1,25,1590.4626775937404,11.703169138976598,476.1506337570303,71.72037023505206,49.52582354755604,26.90857615321855,0.4147218964573497,14.387031597662197,13.182522213322992,none,0,
1,26,1678.197403740747,12.17206918045883,484.8825847274051,71.35845526212282,47.453324188420424,30.052449609995943,0.5984308537455619,14.646399011129533,13.698457651162514,none,0,
1,27,1750.162512029291,13.977881938259879,495.08988906484,73.41162526497946,48.827377847431784,28.41770273548268,0.40547949377624176,14.651385809316935,13.862552532551943,none,0,
1,28,1825.3399253441526,15.292303259500432,511.2802864015379,75.54242779636674,51.374877644421204,31.298964072613806,0.4851329487066024,14.820650619005555,13.551917031180603,none,0,
1,29,1900.0793363217138,16.107650445778514,519.562374695092,73.53526961781215,51.388272959905535,31.42117401172258,0.5223771216195549,14.878043159875926,13.735972729485184,none,0,
1,30,2000.2098203960356,17.613125589293393,536.7279130316824,78.8440034393156,52.19785430726478,34.55937185744456,0.4679632430415933,15.13719319378441,14.199707331408762,none,0,
1,31,2036.4569662435922,18.62215684511461,534.7985700867594,77.64501208140594,54.2946680223225,31.120233905363243,0.5616189407458789,15.060279384378628,13.897357397809081,none,0,
1,32,2109.337635659672,19.415050275255595,544.2301745890763,73.87397395278578,53.572156031959885,32.954890860762106,0.36765300378664456,15.213618524298386,14.395267316840565,none,0,
1,33,2179.2827707784095,21.152346807887024,556.556493039261,82.88416967422286,54.44516834007769,35.424340157695504,0.5051326323686293,15.305557449532618,14.332193595346055,none,0,
1,34,2275.1971381471426,22.837071614404618,577.3180661152849,78.83966389391341,57.22215685086819,35.36003749413261,0.4298594773277819,15.38396716140798,14.259574702972698,none,0,
1,35,2357.360116305707,24.712700506042257,594.9314835301093,76.73456230718152,55.04641759227833,34.62042647263542,0.6214224677035889,15.576538406351027,14.427669218747521,none,0,
1,36,2413.1844051564535,26.400283753266727,596.3616849598367,79.10540277876515,55.2082573652394,36.07457287515208,0.4360999471509138,15.84321523235445,15.260486419122238,none,0,
1,37,2476.7593549732214,26.8731758863741,603.5095833043887,79.95857968214962,57.18485696074173,36.191864362036036,0.6152830758917774,15.68809933825029,14.906592266203454,none,0,
1,38,2551.462568998674,29.01089875333575,621.7309866525859,84.30471589968197,57.962852622119144,37.10215366406303,0.42248007941292265,15.869140342783336,15.595031366166843,none,0,
1,39,2648.056764157796,31.791227892559196,637.780645202796,85.13238166553063,57.80092477892235,37.111748488754785,0.6166173036186519,16.097863041323638,15.142022650101119,none,0,
1,40,2723.91477001486,32.46973148151756,652.5523757929585,86.10575015809937,58.11341421065748,38.43281516584925,0.4390439825652134,16.199897483116718,15.535191100369167,none,0,
1,41,2795.381356577769,34.21723978678631,649.2405812202716,90.00140324524625,62.283108149497224,37.013294968076394,0.5362577498908276,16.19424367663859,16.30856573006101,none,0,
1,42,2851.7194820502436,36.371249581566445,669.4890316557008,89.71855286799185,61.12124859985803,39.48413098239182,0.445596740386335,16.03924035277963,15.386222940701504,none,0,
1,43,2939.6526326119583,38.783617020817154,686.3945970224181,91.18406360510814,60.908860634844686,40.71021790431472,0.540319745406239,16.461149230782784,15.309960915253983,none,0,
1,44,3012.388585009451,40.313323881571094,690.6426022651098,92.53084387531284,63.41293951761709,40.384525509808064,0.577346027185501,16.296635451651873,16.41075420940507,none,0,
1,45,3088.3867119296583,43.01115388668899,714.2973602792846,94.31642321036875,63.25565563408787,39.78046788359861,0.40520826711286745,16.77957379098861,15.928730692241395,none,0,
1,46,3172.645899754329,44.98044579634406,729.1576745864928,87.56715279773158,63.999303923207506,43.115095271913624,0.4639104211525678,16.77591623675082,16.33907989027679,none,0,
1,47,3237.3964864231098,46.9537011385337,745.8010001953895,93.61535822354385,65.70094758704624,42.88334776416697,0.6115519823065274,16.956062131621863,16.299017509710744,none,0,
1,48,3318.69434174395,49.0767717391901,767.3674637545777,89.49914905425551,64.74897858480233,42.74858153201817,0.3981041368366536,16.88783039879782,16.717837517774495,none,0,
1,49,3383.9924094465887,52.04371242270331,777.6689391905869,96.98260700453505,67.29458635991628,43.46513569364038,0.4930953041257051,16.92073786683988,16.48282395673745,none,0,
1,50,3461.783599490988,53.0926754125207,784.159321008006,98.08282606491224,69.76747194584743,42.65204580025093,0.5782396367197566,17.2187508376506,16.869585172616986,none,0,
1,51,3541.384217004599,54.58876178756138,801.3810118045459,102.51176438796895,69.24594890509266,44.00153970650419,0.5058613903366201,17.308715981511288,17.217713031976157,none,0,
1,52,3584.525641425569,58.25622611424641,825.0328238782379,103.08521901382794,69.30441536732886,44.91178276279923,0.4659367047946379,17.32763437952264,16.86655861696886,none,0,
1,53,3676.0559955844274,59.90899304916517,828.8406577628404,101.77925201766449,70.09958936590436,47.474042363238766,0.5030879429180583,17.522550121449918,17.142086782275086,none,0,
1,54,3748.2635591217777,62.613610972525535,845.7626542002371,100.71888674383322,71.12704945723947,46.17407478174438,0.5291185437247637,17.89913892788589,17.392312268163995,none,0,
1,55,3820.2040663189027,65.67952540743286,871.1271717316148,104.71620991089243,72.21825070902858,48.0095167161635,0.6441029883537315,17.81375865421526,17.211763502369923,none,0,
1,56,3900.128185380536,66.87485339895785,878.4019878476201,102.96545419064279,73.04113713630225,47.50679508049844,0.4922104667786441,17.955142138657134,17.673488075921448,none,0,
1,57,4001.1475239238353,70.12732882545352,903.8385406692684,106.48807440446599,75.31439162081867,48.96226405696743,0.44614973565152477,18.086114975041088,18.037934009818542,none,0,
1,58,4040.204022626303,71.980341297191,911.0694530398918,109.47105819670361,73.6128306646423,49.21872012442289,0.5502863061002712,18.208252248324673,17.960543362776075,none,0,
1,59,4142.183749786957,75.59192925060619,937.2507352258292,106.81218041532118,77.18930455838121,50.71649841420514,0.4681936528584815,18.19426845739036,18.202954551694397,none,0,
1,60,4176.88461300023,78.22782880584967,941.8866936932139,110.78777600462253,76.89324375340702,49.70004822877269,0.5933005654501643,18.059850788732817,18.347798724728484,none,0,
1,61,4271.572469231064,81.45226567700392,967.4744369925595,112.14952953586118,78.62163380678258,49.349951371290814,0.563181939962212,18.388500090545996,18.346421899732434,none,0,
1,62,4353.505125763809,84.32648680301642,984.5329072013546,108.60375352753543,78.10152212708515,50.43787390721168,0.6113616022306229,18.61143125964536,18.914329021287685,none,0,
1,63,4434.325249864006,86.51249667712835,994.7165520771132,115.70609408261708,81.55131744787984,51.57867738751532,0.5881826437644394,18.554507835284504,19.299443937168544,none,0,
1,64,4510.668398696893,89.05831625562155,1009.2693471788942,116.05747714104048,82.46785542084764,51.48744570316373,0.5354652759385355,18.748366002996406,18.88202267973515,none,0,
1,65,4511.900208527999,90.26518096325516,1025.4414857116337,114.30577766211798,83.13260017192006,53.059324075171524,0.4444060284720045,18.69867333849177,19.16935988649931,none,0,
1,66,4491.215824423887,89.51750120539582,1015.6125088644044,111.0153751691966,81.53955117695885,52.21545740283696,0.4254450866593579,18.887026661820144,18.91054650221738,none,0,
1,67,4485.95812412526,89.80716689969402,1012.9939161205601,110.5057484520409,84.71413177924009,54.52706802439302,0.5954369543119384,18.803882887728548,19.081562451762075,none,0,
1,68,4502.2097397417,90.18186894684013,1020.4233602820798,111.91881348939896,85.09401789354376,50.5202801182483,0.35004314039399664,18.818468671676946,19.474153338844378,none,0,
1,69,4482.917237157232,89.44428061396157,1022.0505957151713,114.50511892157485,83.82727451350534,52.45871437325633,0.5139088730345691,18.786535987047948,19.118432337219893,none,0,
1,70,4463.098207688002,89.28961459431805,1002.8026257654528,109.33965670938734,86.09337411885822,50.589022935545614,0.5357175510700247,18.69092238627679,18.3941720537331,none,0,
1,71,4461.680894835634,88.92545855820202,1005.1531123701421,113.41925351546462,87.13038909816851,51.053849243248386,0.3297998094882967,18.7122769705062,19.059560479105357,none,0,
1,72,4461.335119263275,88.99854709938852,1008.2865657291399,108.31488353024461,87.93608902303394,51.56435731251821,0.5749686048351678,18.57348422084168,19.292529361519254,none,0,
1,73,4479.03101522172,88.66240496605663,1020.2779954155658,111.92119373015916,88.15715315965687,49.24136580339439,0.46011828318325093,18.49990232495752,18.89158317944401,none,0,
1,74,4470.156690609586,88.67797588529088,1013.7373737045268,112.53114327672715,88.83086399073262,51.613763424274,0.6399225890344304,18.720243148948878,19.23900382305452,none,0,
1,75,4474.824285387159,88.88818971777025,1017.3752879043598,119.62658394008571,90.54839626750127,53.06889087602056,0.3977130539777828,18.744635453707954,18.742613908428734,none,0,
1,76,4454.504915888709,88.72653993050054,1005.5657483974677,107.47291813992456,90.78762506642222,50.473467100555155,0.6175124767498019,18.8026838306756,18.463348083920735,none,0,
1,77,4459.738501457521,88.15273749352335,1003.7923507143424,116.12746445728524,87.1609667199648,51.783047863385995,0.39693599029890564,18.84674133379452,18.961827708564837,none,0,
1,78,4463.1909625084945,88.60810196977135,1013.7267534633785,112.2122370403714,90.15587553580205,52.13344998784004,0.5825953760595939,18.851786292262634,18.399438908793098,none,0,
1,79,4445.613609010796,87.79645344148767,1007.1262741414916,112.3949793194995,90.71284447011266,50.685255919564064,0.5642493949465642,18.568618054186807,18.819295914153514,none,0,
1,80,4453.5521361775745,87.95728467023453,1010.8570036694647,111.70699473872541,89.51603875322947,50.52715536025985,0.46091910939932357,18.645101700771388,19.2931569511488,none,0,
1,81,4433.218319005828,87.95894439694663,1005.5548881536106,111.99935475707298,91.71182726836884,48.29967269608121,0.6494658383762382,18.697860908096878,18.29350776628777,none,0,
1,82,4434.1481009309655,86.4959893649348,1002.1065241664896,110.17713168049924,93.19809426891024,51.0027575883681,0.3515919496907317,18.904412619170664,18.48444716308776,none,0,
1,83,4430.314540727081,86.69867589781025,1002.0104622739331,114.82554822386003,91.17277371321734,50.51406094055932,0.5940470736171533,18.793481731462016,18.55101940790569,none,0,
1,84,4414.5497149608345,86.22528769843144,1001.9539649360172,108.5489790366343,92.87321347269133,49.20183127731649,0.5679509284807268,18.73376428864109,18.810103472008382,none,0,
1,85,4436.238597364068,86.15678305570243,1003.5612614216574,113.93224414869518,91.9050063167091,50.703231736412,0.5931256653668872,18.61557910049117,18.76276215903427,none,0,
1,86,4418.339675556858,86.56235743926747,991.6172438296599,107.99121487777876,92.39956620998956,49.73978146726398,0.6542429997398421,18.539189550219774,19.25642026562254,none,0,
1,87,4422.014822948428,87.27865631298572,991.639468311113,109.80175948653238,94.78939399737835,49.47331299876202,0.39559930577294694,18.711913022760967,19.130334144624367,none,0,
1,88,4425.485311558716,86.75981211640163,1006.0868003785614,106.81847578759086,93.0001400192359,50.91112326881049,0.5048726716974987,18.52816184091464,18.999552506938013,none,0,
1,89,4421.41877982319,86.85147062613117,1007.0580103566896,111.2174164049235,94.21873736342228,48.742994782394724,0.3525202448762685,18.608284534636756,18.886526653949545,none,0,
1,90,4421.148289324948,87.22205631571873,997.4769733113039,114.12349248664535,92.08690291563016,51.445762741978704,0.6324756450427524,18.62024463908723,18.96026551174534,none,0,
1,91,4406.136930930328,86.97740645308939,991.1014032540555,109.03442024678488,95.99567454857393,48.26433196389878,0.4956288453836054,18.76849660530777,18.553679155266643,none,0,
1,92,4397.711439024921,86.04449351426177,996.4900632840767,108.3585590744353,94.89278906376066,49.080494622329844,0.45660795175472824,18.561097428241414,19.052585984116824,none,0,
1,93,4399.311841049603,86.71770518406053,1003.4699591519632,105.59918668043501,94.25690879005694,51.777528286054064,0.5103972752614672,18.355042797717143,18.465010405791446,none,0,
1,94,4371.644298211442,85.47682003786345,1000.6267966205406,107.34082433540318,95.12782697882632,50.574623696932896,0.4952824129268669,18.607910912083412,18.993901694593553,none,0,
1,95,4371.69432814208,84.94399555265414,992.0930163224904,103.19603433491619,93.24847027858952,49.82727673212782,0.45025636025197924,18.487639306902725,19.09923140691981,none,0,
1,96,4370.007221550724,84.96353857623151,987.5961485460556,105.12759626715564,95.93857308394101,48.36875603741487,0.5894786869512216,18.559273934769863,18.803273823727878,none,0,
1,97,4371.335713829633,84.47735589081702,983.1506275617144,108.5319726622581,94.5249820263563,49.00533752764299,0.5886630444773704,18.548333100660237,18.689807509970674,none,0,
1,98,4388.737730152121,85.04349440902357,991.3302525066173,112.29278467634542,94.74930850427495,49.748256340465666,0.5005850094003703,18.555736195646404,18.897568432797144,none,0,
1,99,4365.605631428482,84.78902274977783,986.9082179939636,115.98977293838645,94.53651192669838,49.51310275761966,0.42919840660875436,18.627442505321195,17.872755751826766,none,0,
1,100,4369.962079455906,85.3856010261245,986.0640309323263,105.88172400174662,94.52165359763616,49.43050182528767,0.5749599514238453,18.40165663134859,18.83060162445745,none,0,
1,101,4391.569642740903,86.19504782122857,1006.349540958503,112.56200443434733,95.88774472554415,49.50170220449323,0.3525427700916312,18.535653041615916,18.749133086129863,none,0,
1,102,4363.183959215805,84.02309120059962,994.0729235500236,108.05074290512076,95.50555690281917,49.09163094703006,0.5063644635375713,18.613179730135446,18.711179484514513,none,0,
1,103,4376.037352816346,85.09104474793202,996.1274106348128,107.20873361797639,95.96672969404477,47.923385338416736,0.36844292227795356,18.502647551690085,18.96403445950204,none,0,
